created_at,text,id,user_id,user_loc,user_followers,user_lang,user_time_zone,retweet_count,fav_count,scores
Sun May 31 18:07:38 +0000 2020,"RT @oliverdarcy: ""Mark bends over backwards to do things that basically violate his own terms of service on behalf of ... President Trump,""…",1267155795356966912,822958687291478016,"California, USA",270,,,0,0,2
Sun May 31 18:07:31 +0000 2020,RT @davidakaye: the widespread reporting of attacks on #journalists in the US should be raising huge alarms. poor training combined with in…,1267155763291729921,20701090,"Washington, DC",1820,,,0,0,2
Sun May 31 18:05:17 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267155200848146435,15501305,"Croton-on-Hudson, NY",73619,,,0,0,2
Sun May 31 18:05:00 +0000 2020,"The Trump administration has dismantled dozens of major climate rules and environmental protections. 

https://t.co/sk9hx7LoyY",1267155130052341763,739836929278156800,"Ohio, USA",10147,,,3,2,1
Sun May 31 18:04:05 +0000 2020,"RT @MorningConsult: Biden has led Trump on the environment by an average of 17.2 points since becoming the presumptive nominee in March.
ht…",1267154901605289984,241258166,"Des Moines, IA",2414,,,0,0,2
Sun May 31 18:03:21 +0000 2020,"@JohnJHarwood @cooperchip1 It is nauseating that 43% of voters support Trump’s corruption, racism, destruction of t… https://t.co/56M8BjtabK",1267154717299310592,1408868054,,405,,,0,0,1
Sun May 31 18:02:37 +0000 2020,@markknoller Trump trying to shift the blame for a divided country to mayors and governor. The truth is that his ac… https://t.co/0tulgZTK7P,1267154532867493889,164921946,,76,,,0,0,1
Sun May 31 18:01:39 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267154287177674752,540741011,,1442,,,0,0,2
Sun May 31 18:01:28 +0000 2020,RT @davidakaye: the widespread reporting of attacks on #journalists in the US should be raising huge alarms. poor training combined with in…,1267154240431984640,838125021574774784,,63,,,0,0,2
Sun May 31 18:00:09 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267153910252240897,200952002,,890,,,0,0,2
Sun May 31 17:59:55 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267153851079106566,828404680212385794,"Georgia, USA",350,,,0,0,2
Sun May 31 17:58:32 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267153504658960389,1111368883976499200,,148,,,0,0,2
Sun May 31 17:58:27 +0000 2020,"RT @oliverdarcy: ""Mark bends over backwards to do things that basically violate his own terms of service on behalf of ... President Trump,""…",1267153482290692097,1066593322083463168,DC,5,,,0,0,2
Sun May 31 17:58:25 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267153472274776066,28177321,,44,,,0,0,2
Sun May 31 17:58:15 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267153430860054530,422177633,mostly in Seattle,1441,,,0,0,2
Sun May 31 17:58:08 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267153403140100096,25455433,Texas,726,,,0,0,2
Sun May 31 17:57:18 +0000 2020,RT @davidakaye: the widespread reporting of attacks on #journalists in the US should be raising huge alarms. poor training combined with in…,1267153191776464897,4866743890,,509,,,0,0,2
Sun May 31 17:57:12 +0000 2020,"RT @oliverdarcy: ""Mark bends over backwards to do things that basically violate his own terms of service on behalf of ... President Trump,""…",1267153167055110145,18794882,"West Linn, OR",1104,,,0,0,2
Sun May 31 17:55:35 +0000 2020,"Interior Department official misused his position for personal gain, federal watchdog says https://t.co/smY1g77qTH",1267152761466097664,14327615,USA,6199,,,0,0,2
Sun May 31 17:55:10 +0000 2020,"RT @oliverdarcy: ""Mark bends over backwards to do things that basically violate his own terms of service on behalf of ... President Trump,""…",1267152654746005510,1118772901199527936,"San Francisco, CA",279,,,0,0,2
Sun May 31 17:54:49 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267152569694130177,19376581,NYC,225,,,0,0,2
Sun May 31 17:54:21 +0000 2020,"@illn9ne @RafaLover16 @Baligubadle1 @sarahcpr Yes, you love your token #AfricanAmerican!  Trump has made that very… https://t.co/i02rjLrlS5",1267152450915635202,708743981270609921,FL,578,,,0,0,3
Sun May 31 17:54:14 +0000 2020,"Trump has turned America into a hostile environment.

Just like a bad boss does at work, except the head of HR (Bar… https://t.co/SaOboRnr9h",1267152420829888512,58743936,Limbo,5325,,,0,1,2
Sun May 31 17:53:39 +0000 2020,@PowerU_S_A @realDonaldTrump Nobody stands with racism and hate and fear mongering and killing minorities and destr… https://t.co/bdSiEhUPwn,1267152272632365058,3266206267,"Washington, USA",19,,,0,0,2
Sun May 31 17:53:22 +0000 2020,RT @davidakaye: the widespread reporting of attacks on #journalists in the US should be raising huge alarms. poor training combined with in…,1267152202889678857,1242414049582858240,Soviet Florida USSA,137,,,0,0,2
Sun May 31 17:52:56 +0000 2020,RT @MarthaHunt: @taylorswift13 @realDonaldTrump This! Trump has continued to encourage an environment for radicalized racism as a white sup…,1267152092667535362,1179785537089101825,,3342,,,0,0,2
Sun May 31 17:52:53 +0000 2020,@TheRealLowdek @Vickyba2232 @GrandpaTrocch @Alyssa_Milano Nah...it was ingrained before trump.  But I do agree that… https://t.co/QudOUvkPui,1267152082206961667,1239888321217802240,Texas,16,,,0,0,2
Sun May 31 17:52:44 +0000 2020,RT @davidakaye: the widespread reporting of attacks on #journalists in the US should be raising huge alarms. poor training combined with in…,1267152042973429763,19872670,"Jacksonville, Alabama",4620,,,0,0,2
Sun May 31 17:52:12 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267151910169194499,26847040,FL resister ,1647,,,0,0,2
Sun May 31 17:51:38 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267151766904360961,2361923064,,897,,,0,0,2
Sun May 31 17:51:20 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267151689884319751,4875129323,ICE Melting USA,461,,,0,0,2
Sun May 31 17:50:28 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267151472736772096,1101154043035115533,"Fort Leonard Wood, Mo.",249,,,0,0,2
Sun May 31 17:49:59 +0000 2020,RT @davidakaye: the widespread reporting of attacks on #journalists in the US should be raising huge alarms. poor training combined with in…,1267151351978418176,241841358,"Sammamish, WA",96,,,0,0,2
Sun May 31 17:49:57 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267151345473257477,2212600583,"Pennsylvania, USA",156,,,0,0,2
Sun May 31 17:49:20 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267151188740325376,16388112,"Los Angeles, CA",821,,,0,0,2
Sun May 31 17:49:19 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267151184198017025,119714977,Stationed Overseas,266,,,0,0,2
Sun May 31 17:48:32 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267150987342614531,282997430,"ATL , 3rd Stone from the Sun",1116,,,0,0,2
Sun May 31 17:48:04 +0000 2020,RT @davidakaye: the widespread reporting of attacks on #journalists in the US should be raising huge alarms. poor training combined with in…,1267150870107631625,824463738786811905,"Arkansas, USA",46,,,0,0,2
Sun May 31 17:47:37 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267150757859598337,833310042514264069,,78,,,0,0,2
Sun May 31 17:47:35 +0000 2020,RT @MarthaHunt: @taylorswift13 @realDonaldTrump This! Trump has continued to encourage an environment for radicalized racism as a white sup…,1267150748720287752,825834496524173312,"Florida, USA",4557,,,0,0,2
Sun May 31 17:46:44 +0000 2020,RT @davidakaye: the widespread reporting of attacks on #journalists in the US should be raising huge alarms. poor training combined with in…,1267150535314018305,2274662697,"Oslo, Norway",1913,,,0,0,2
Sun May 31 17:46:29 +0000 2020,"RT @oliverdarcy: ""Mark bends over backwards to do things that basically violate his own terms of service on behalf of ... President Trump,""…",1267150471392833537,228843168,Rantoul -- Chicago,342,,,0,0,2
